,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LOCATION,MAP_NO,MOD_DATE,NAME,OWNER,PROJECT_NO,SENSITIVITY,STATUS,WARRANTYDATE,WATER_BODY_TYPE,YR
331,,,,20111114,1001220181,Final AB,,,117,20111114,Laura Ponds,Private,,A,In Service,,Lake,2011
332,,,,20111114,1001220182,Final AB,,,117,20111114,Laura Ponds,Private,,A,In Service,,Lake,2011
333,,,,20111114,1001220183,Final AB,,,117,20111114,Lower Vandrishe Pond,Surrey,,A,In Service,,Lake,2011
334,,,,20111114,1001220185,Final AB,,,117,,,Surrey,,A,In Service,,Lake,2011
335,,,,20110519,1001198300,,,,149,20111114,Jacobsen Crk Start Pond,Private,,B,In Service,,Lake,
336,,,,20110519,1001198280,,,,138,20111114,Private Ponds,Private,,A,In Service,,Lake,
337,,,,20110519,1001198302,Final AB,,,149,20111114,Private Pond,Private,,B,In Service,,Lake,
338,,,,20111114,1001220260,Final AB,,,139,20111114,,Surrey,,B,In Service,,Lake,2011
339,Golf Course Lakes,,,20101119,1001182432,Final AB,,,105,20130409,,Surrey,,C,In Service,,Wet Detention Pond,
340,,,,20111114,1001220218,Final AB,,,126,20111114,Private Ponds,Private,,C,In Service,,Lake,2011
341,,,,20111114,1001220219,Final AB,,,122,,,Surrey,,B,In Service,,Lake,2011
342,,,,20111025,1001216948,,,,060,20140502,,Surrey,,C,In Service,,Lake,
343,,,,20111114,1001220221,Final AB,,,136,20111114,,Private,,A,In Service,,Lake,2011
344,,,,20110519,1001198276,,,,138,20111114,Private Pond,Private,,A,In Service,,Lake,
345,,,,20140501,1001745497,,,,030,20140501,,Private,,C,In Service,,Wet Detention Pond,
346,,,,20110519,1001198296,,,,,20111114,Private Ponds,Private,,B,In Service,,Lake,
347,,,,20110519,1001198297,,,,,20111114,Private Ponds,Private,,B,In Service,,Lake,
348,,,,20110926,1001214260,,,Surrey Golf Course,,20111013,,Private,,AO,In Service,,Lake,
349,,,,20100706,1001166302,Final AB,,,046,20140502,,Surrey,,A,In Service,,Wetlands,
350,Updated Correction (12-July-06),,,20110511,1001197497,,,,115,20110511,,Private,,B,In Service,,Lake,
351,Updated Correction (12-July-06),,,20110511,1001197495,,,,115,20110511,,Private,,B,In Service,,Lake,
352,Updated Correction (12-July-06),,,20110511,1001197496,,,,115,20110511,,Private,,B,In Service,,Lake,
353,,,,20101122,1001182636,Final AB,,,114,20140502,Titman Lake,Surrey,,A,In Service,,Lake,
354,,,,20101130,1001183393,Final AB,,Northview GC,065,20140502,,Private,,C,In Service,,Wet Detention Pond,
355,,,,20111110,1001219587,EC,,,,20111110,Lower Elgin Heritage Pond,Surrey,,A,In Service,,Lake,2011
356,,,,20111013,1001215759,,,Elgin Heritage Park,101,20111110,Upper Elgin Heritage Lake,Surrey,,A,In Service,,Lake,2001
357,,,,20111110,1001219603,Final AB,,Elgin Heritage Park,,20111110,Ward's Marina Pond,Surrey,,A,In Service,,Lake,
358,,,,20110629,1001203226,Final AB,,,054,20140502,,Surrey,4800-4010-00,B,In Service,,Wetlands,2001
359,,,,20150527,1001826102,Final AB,,,073,20150527,,Surrey,7802-0392-00,B,In Service,,Wet Detention Pond,2006
360,,,,20111114,1001220157,Final AB,,,111,,,Surrey,,B,In Service,,Lake,2011
361,Trailer Park,,,20111114,1001219915,Final AB,,6280 KGB,072,20120626,Private Pond,Surrey,,A,In Service,,Lake,2011
362,,,,20111114,1001219695,Final AB,,,049,20120710,,Private,,B,In Service,,Lake,2011
363,,,,20161116,1001896818,,,,,20161116,,Surrey,,,In Service,,Lake,
364,Updated to SHIM 2011,,,20111114,1001219699,Final AB,,,049,20120710,,Private,,B,In Service,,Lake,2011
365,,,,20111117,1001220872,EC,1001220871,2204 160 St,125,20130102,Private Pond,Private,,C,In Service,,Other,
366,,,,20111117,1001220867,Final AB,,2204 160 St,125,20130103,Detention Pond,Private,7804-0112-00,B,In Service,,Lake,2008
367,Part of Tynehead Hatchery,,,20120612,1001415646,Final AB,,,025,20130220,,Surrey,1709-3090-00,A,In Service,,Lake,2012
368,,,,20111115,1001220594,Final AB,,,122,20130529,Above Ground Municipal,Surrey,7885-2880,C,In Service,,Dry Detention Pond,1986
369,Cougar Creek Pond South,,,20111115,1001220455,Final AB,,12490 69 Ave,060,20111115,Above Ground Municipal,Surrey,4897-603,A,In Service,,Lake,2001
370,Cougar Creek Pond,,,20111115,1001220461,Final AB,,6935 122 St,060,20111115,Above Ground Municipal DP,Surrey,4897-602,A,In Service,,Lake,2001
371,SW of Serpentine Sea Dam,,,20111114,1001219921,Final AB,,"Bounded by Hwy 99, KGB, Serpentine River",092,20111114,Farmland Pond,Private,,A,In Service,,Lake,2011
372,,,,20111115,1001220713,Final AB,,,024,20130723,Above Ground Municipal,Surrey,9204,C,In Service,,Dry Detention Pond,1980
373,,,,20111115,1001220655,Final AB,,,023,20130723,Above Ground Municipal,Surrey,A-296,C,In Service,,Dry Detention Pond,1981
374,,,,20111115,1001220710,Final AB,,,024,20130723,Above Ground Municipal,Surrey,A-431,C,In Service,,Dry Detention Pond,1982
375,Updated to SHIM 2007,,,20120530,1001414208,,,,042,20120530,,Surrey,,A,In Service,,Lake,
376,Updated by SHIM 2007,,,20111114,1001219945,Final AB,,9050 140 St,032,20120530,Kiyo Pond,Surrey,,A,In Service,,Lake,2011
377,Detention Pond,,,20111115,1001220625,Final AB,,,071,20140724,Above Ground Municipal,Surrey,A-205,C,In Service,,Dry Detention Pond,1990
378,Detention Pond,,,20111115,1001220622,Final AB,,,071,20140724,Above Ground Municipal,Surrey,A-263,C,In Service,,Dry Detention Pond,1981
379,Detention Pond,,,20111115,1001220626,Final AB,,,071,20140724,Above Ground Municipal,Surrey,A-205,C,In Service,,Dry Detention Pond,1999
380,"As Per Sept. 16, 2016 Madrone Report",,,20170920,1001947329,,,,089,20170920,,Surrey,,B,In Service,,Lake,
381,Detention Pond,,,20111115,1001220628,Final AB,,13320 58 Ave,071,20140724,Above Ground Municipal,Surrey,7883-4720-00,C,In Service,,Dry Detention Pond,1988
382,Detention Pond,,,20111115,1001220707,Final AB,,,073,20140724,Above Ground Municipal,Surrey,7883-0204-00,C,In Service,,Dry Detention Pond,1991
383,Detention Pond,,,20111115,1001220627,Final AB,,,071,20140724,Above Ground Municipal,Surrey,7881-2760-00,C,In Service,,Dry Detention Pond,1982
384,Detention Pond,,,20121218,1001561706,Final AB,,,067,20140724,Above Ground Municipal,Surrey,3809-6020-00,C,In Service,,Dry Detention Pond,2012
385,Detention Pond,,,20111115,1001220623,Final AB,,,071,20140724,Above Ground Municipal,Surrey,7883-4140-00,C,In Service,,Dry Detention Pond,1984
386,Detention Pond,,,20121218,1001561707,Final AB,,,067,20140724,Above Ground Municipal,Surrey,3809-6020-00,C,In Service,,Dry Detention Pond,2012
387,Detention Pond,,,20111115,1001220599,Final AB,,,070,20140724,Above Ground Municipal,Surrey,7803-0412-00,C,In Service,20070820,Dry Detention Pond,
388,Detention Pond,,,20111115,1001220565,Final AB,,6518 168 St,066,20140725,Private DP,Surrey,7802-0040-00,B,In Service,,Other,2010
389,Detention Pond,,,20111115,1001220452,Final AB,,3387 KGB,103,20140725,Above Ground Municipal,Surrey,7895-0272-00,B,In Service,,Wet Detention Pond,1998
390,Detention Pond,,,20111115,1001220486,Final AB,,3132 Semiahmoo Trail,113,20140725,Above Ground Muncipal DP,Surrey,4896-511,B,In Service,,Wet Detention Pond,1997
391,,,,20140725,1001757647,Final AB,,,112,20140725,,Surrey,7899-0033-00,,In Service,,Lake,2001
392,,,,20150423,1001819776,,,,,20150423,,Surrey,,A,In Service,,Wet Detention Pond,2014
393,,,,20171010,1001950557,Final AB,,,097,20171010,Halls Prairie P.S.,Surrey,4815-4140-00,A,In Service,,Forebay,2017
394,"As Per Sept. 16, 2016 Madrone Report",,,20170920,1001947332,,,,089,20170920,,Surrey,,B,In Service,,Lake,
395,"As Per Sept. 16, 2016 Madrone Report",,,20170920,1001947334,,,,089,20170920,,Surrey,,B,In Service,,Lake,
396,,,,20111116,1001220839,Final AB,,,042,20171030,Detention Pond,Surrey,7888-0113,C,In Service,,Dry Detention Pond,1991
397,,,,20100806,1001169412,Final AB,,Latimer Park,119,20111110,Latimer Lake,Surrey,,B,In Service,,Lake,
398,,,,20110519,1001198281,,,,128,20111110,Private Ponds,Private,,B,In Service,,Lake,
399,,,,20110519,1001198282,,,,128,20111110,Private Ponds,Private,,B,In Service,,Lake,
400,,,,20110519,1001198283,,,,128,20111110,Private Ponds,Private,,B,In Service,,Lake,
401,,,,20110519,1001198284,,,,128,20111110,Private Ponds,Private,,B,In Service,,Lake,
402,,,,20110519,1001198285,,,,128,20111110,Private Ponds,Private,,B,In Service,,Lake,
403,,,,20110519,1001198286,,,,129,20111110,Private Ponds,Private,,B,In Service,,Lake,
404,,,,20110519,1001198287,,,,129,20111110,Private Ponds,Private,,B,In Service,,Lake,
405,,,,20110519,1001198288,,,,129,20111110,Private Ponds,Private,,B,In Service,,Lake,
406,,,,20110519,1001198289,,,,129,20111110,Private Ponds,Private,,B,In Service,,Lake,
407,,,,20110519,1001198290,,,1903 196 St,129,20111110,Private Ponds,Private,,B,In Service,,Lake,
408,,,,20110519,1001198291,,,,129,20111110,,Surrey,,A,In Service,,Lake,
409,,,,20110519,1001198292,,,,129,20111110,Private Ponds,Private,,C,In Service,,Lake,
410,,,,20110519,1001198293,,,,129,20111110,Private Ponds,Private,,C,In Service,,Lake,
411,,,,20111110,1001219623,,,,129,20111110,Private Ponds,Surrey,,C,In Service,,Dry Detention Pond,2001
412,,,,20111110,1001219635,,,,129,20111110,,Surrey,,A,In Service,,Lake,
413,,,,20111110,1001219636,,,,129,20111110,,Surrey,,A,In Service,,Lake,
414,"As Per July 20, 2011 Engineering ERC",,,20110817,1001209713,,,Fraser Hwy & 192 St NW Lots,068,20111110,McLellan Crk Ponds,Private,,B,In Service,,Lake,
415,,,,20101130,1001183438,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
416,,,,20101130,1001183400,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
417,,,,20100708,1001166768,Final AB,,,147,20100708,,Private,,B,In Service,,Wet Detention Pond,
418,,,,20100708,1001166771,Final AB,,,147,20100708,,Private,,B,In Service,,Wet Detention Pond,
419,Hazelmere GC,,,20100708,1001166791,Final AB,,,147,20100708,,Private,,A,In Service,,Lake,
420,,,,20100705,1001166270,Final AB,,,146,20100705,Peace Portal GC,Private,,A,In Service,,Lake,
421,Hazelmere GC,,,20100708,1001166783,Final AB,,,147,20100708,,Private,,C,In Service,,Wet Detention Pond,
422,Updated Correction (12-July-06),,,20110511,1001197498,,,,115,20110511,,Private,,B,In Service,,Lake,
423,Updated Correction (12-July-06),,,20110511,1001197499,,,,115,20110511,,Private,,B,In Service,,Lake,
424,Updated Correction (12-July-06),,,20110511,1001197500,,,,115,20110511,,Private,,B,In Service,,Lake,
425,,,,20110926,1001214249,,,Surrey Golf Course,,20110926,,Surrey,,AO,In Service,,Lake,
426,,,,20111013,1001215845,,,Surrey Golf Course,,20111013,,Private,,AO,In Service,,Lake,
427,,,,20110607,1001200242,,,,,20110607,,Surrey,,B,In Service,,Lake,
428,,,,20110607,1001200243,,,,,20110607,,Surrey,,B,In Service,,Lake,
429,,,,20110607,1001200244,,,,,20110607,,Surrey,,B,In Service,,Lake,
430,,,,20110607,1001200245,,,,,20110607,,Surrey,,B,In Service,,Lake,
431,,,,20160223,1001861125,Final AB,,,,20160223,,Provincial,SFPR Seg. F1,B,In Service,,Wetlands,2013
432,,,,20111110,1001219543,Final AB,,"North of Greenbelt, South of 164 St & 77 Ave",055,20111110,Private Drainage Ponds,Surrey,,B,In Service,,Lake,2001
433,,,,20111110,1001219544,Final AB,,"North of Greenbelt, South of 164 St & 77 Ave",055,20111110,Private Drainage Ponds,Surrey,,B,In Service,,Lake,2001
434,,,,20111110,1001219545,Final AB,,"North of Greenbelt, South of 164 St & 77 Ave",055,20111110,Private Drainage Ponds,Surrey,,B,In Service,,Lake,2001
435,,,,20111115,1001220705,Final AB,,,061,20130723,Above Ground Municipal,Surrey,4899-604,C,In Service,,Dry Detention Pond,2001
436,,,,20160223,1001861126,Final AB,,,,20160223,,Provincial,SFPR Seg. F1,AO,In Service,,Wetlands,2013
437,,,,20160422,1001872454,Final AB,,,,20160422,,Provincial,Gateway E1,,In Service,,Wet Detention Pond,2015
438,,,,20180124,1001220719,Final AB,,,040,20180124,Above Ground Municipal,Surrey,7802-0271-00,C,In Service,,Dry Detention Pond,2004
439,,,,20111103,1001217921,,,2950 Coydon Dr backyard,114,20111110,Upper Titman Lake,Private,,A,In Service,,Lake,
440,,,,20111103,1001217935,,,2950 Coydon Dr backyard,114,20111110,Upper Titman Pond,Private,,B,In Service,,Lake,
441,Backyard,,,20111108,1001218420,Final AB,,18255 88 Ave,037,20111110,Private Pond,Private,,B,In Service,,Lake,2011
442,,,,20111110,1001219527,Final AB,,9948 181 St,027,20111110,Leoran Pond,Surrey,,A,In Service,,Lake,2011
443,,,,20111110,1001219532,Final AB,,Bothwell Pond,035,20111110,Bothwell Pond 1,Surrey,,A,In Service,,Lake,2011
444,SEE ALSO SS-026-460,,,20111115,1001220644,Final AB,,,026,20130723,Above Ground Municipal,Surrey,4899-6030-00,B,In Service,,Dry Detention Pond,2002
445,,,,20111110,1001219536,Final AB,,17127 Fraser Hwy ,056,20111110,Private Pond,Surrey,,C,In Service,,Lake,2011
446,,,,20111115,1001220720,Final AB,,,041,20130723,Above Ground Municipal,Surrey,7885-2150,C,In Service,,Dry Detention Pond,1987
447,,,,20111115,1001220712,Final AB,,,024,20130723,Above Ground Municipal,Surrey,7885-162,C,In Service,,Dry Detention Pond,1986
448,,,,20111115,1001220620,Final AB,,,043,20130723,Above Ground Municipal,Surrey,7887-5790,B,In Service,,Dry Detention Pond,1989
449,Boundary Park,,,20111115,1001220462,Final AB,,6058 Boundary Dr W,070,20111115,Above Ground Municipal DP,Surrey,7883-077,C,In Service,,Dry Detention Pond,1988
450,,,,20111115,1001220584,Final AB,,,024,20130723,Above Ground Municipal,Surrey,7887-4390,C,In Service,,Dry Detention Pond,1990
451,,,,20111115,1001220709,Final AB,,,024,20130723,Above Ground Municipal,Surrey,A-493,C,In Service,,Dry Detention Pond,1989
452,Morgan Heights,,,20111115,1001220460,Initial AB,,16151 25 Ave,115,20111115,Above Ground Municipal DP,Surrey,7805-0126-00,B,In Service,,Wet Detention Pond,2010
453,Morgan Heights,,,20111115,1001220459,Initial AB,,16151 25 Ave,115,20111115,Above Ground Municipal DP,Surrey,7805-0126-00,B,In Service,,Wet Detention Pond,2010
454,Morgan Heights,,,20111115,1001220458,Initial AB,,16086 28 Ave,115,20111115,Above Ground Municipal DP,Surrey,7805-0126-00,B,In Service,,Wet Detention Pond,2010
455,,,,20111115,1001220640,Final AB,,,123,20180419,Above Ground Municipal,Surrey,D-2402,C,In Service,,Dry Detention Pond,1993
456,,,,20111114,1001220199,Final AB,,2916 184 St,118,20111114,Vandrishe Ponds,Private,,A,In Service,,Lake,2011
457,,,,20111114,1001220200,Final AB,,,119,20111114,25th Ave Ponds,Surrey,,A,In Service,,Lake,2011
458,,,,20111114,1001220201,Final AB,,2916 184 St,118,20111114,Vandrishe Ponds,Private,,A,In Service,,Lake,2011
459,,,,20111114,1001220204,Final AB,,2916 184 St,118,20111114,Vandrishe Ponds,Private,,A,In Service,,Lake,2011
460,,,,20111114,1001220206,Final AB,,,118,,,Surrey,,B,In Service,,Lake,2011
461,,,,20111114,1001220207,Final AB,,,118,,,Surrey,,B,In Service,,Lake,2011
462,,,,20120517,1001413092,Final AB,,,067,20120517,,Surrey,7807-0159-00,A,In Service,,Wetlands,2010
463,,,,20111114,1001219690,Final AB,,,079,20111114,,Private,,C,In Service,,Lake,2011
464,,,,20120517,1001413089,Final AB,,,067,20120517,,Surrey,7807-0159-00,A,In Service,,Lake,2010
465,,,,20111114,1001219692,Final AB,,,079,20111114,,Private,,C,In Service,,Lake,2011
466,,,,20111114,1001219693,Final AB,,,065,20111114,,Private,,A,In Service,,Lake,2011
467,,,,20111115,1001220601,Final AB,,15286 21B Ave,124,20111117,Above Ground Municipal DP,Surrey,7883-202,C,In Service,,Dry Detention Pond,1984
468,as per May 2007 ERC,,,20111114,1001219696,Final AB,,,075,20111114,,Private,,B,In Service,,Lake,2011
469,,,,20120517,1001413086,Final AB,,,067,20120517,,Surrey,7807-0159-00,A,In Service,,Lake,2010
470,,,,20120517,1001413083,Final AB,,,067,20120517,,Surrey,7807-0159-00,A,In Service,,Lake,2010
471,,,,20120517,1001413080,Final AB,,,067,20120517,,Surrey,7807-0159-00,A,In Service,,Lake,2010
472,,,,20110629,1001203164,,,Guildford Golf Course,,20120606,,Surrey,,B,In Service,,Lake,
473,"As Per July 20, 2011 Engineering ERC",,,20111114,1001219704,Final AB,,,068,20111114,McLellan Crk,Private,,B,In Service,,Lake,2011
474,,,,20101130,1001183409,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
475,,,,20101130,1001183397,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
476,,,,20101130,1001183448,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
477,,,,20101130,1001183399,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
478,Hazelmere GC,,,20100708,1001166781,Final AB,,,147,20100708,,Private,,B,In Service,,Lake,
479,,,,20100705,1001166271,Final AB,,,146,20100705,Peace Portal GC,Private,,A,In Service,,Lake,
480,,,,20100706,1001166280,Final AB,,,,20100706,LOGGING DITCH PS,Surrey,4802-4020-00,A,In Service,,Forebay,2006
481,Overflow for Nicomekl,,,20111110,1001219606,EC,,Elgin Heritage Park,102,20111128,Elgin Heritage Park Forebay,Surrey,,A,In Service,,Lake,
482,Morgan Creek Ponds,,,20101119,1001182439,Final AB,,38 Ave & 158 St,,20111128,,Surrey,,B,In Service,,Lake,1996
483,,,,20120514,1001412519,,,Cloverdale Racetrack,077,20120514,,Private,,C,In Service,,Wet Detention Pond,
484,,,,20111115,1001220649,Final AB,,150 St & 100 Ave,023,20111116,Above Ground Private DP,Private,A-094,C,In Service,,Dry Detention Pond,1980
485,,,,20111115,1001220650,Final AB,,150 St & 100 Ave,023,20111116,Above Ground Private DP,Private,A-094,C,In Service,,Dry Detention Pond,1980
486,,,,20111116,1001220823,Final AB,,Barry Mather Park,033,20111116,Mathers Park DP,Surrey,4264,C,In Service,,Dry Detention Pond,1978
487,,,,20111116,1001220836,Final AB,,,041,20111116,Tulsy Detention Pond,Surrey,9438,B,In Service,,Dry Detention Pond,1986
488,,,,20100708,1001166793,Final AB,,,,20111114,,Private,,A,In Service,,Lake,
489,,,,20110519,1001198298,,,,,20111114,,Private,,B,In Service,,Lake,
490,,,,20110519,1001198277,,,,138,20111114,Private Ponds,Private,,A,In Service,,Lake,
491,,,,20110519,1001198278,,,,138,20111114,Private Ponds,Private,,A,In Service,,Lake,
492,,,,20110519,1001198279,,,,138,20111114,Private Ponds,Private,,A,In Service,,Lake,
493,,,,20110607,1001200241,,,,146,20111110,,Surrey,,B,In Service,,Lake,
494,,,,20100705,1001166272,Final AB,,Peace Portal GC,146,20111110,Peace Portal GC,Private,,C,In Service,,Wet Detention Pond,
495,,,,20100705,1001166273,Final AB,,Peace Portal GC,146,20111110,Peace Portal GC,Private,,B,In Service,,Lake,
496,,,,20101130,1001183445,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
497,Hazelmere GC,,,20100708,1001166787,Final AB,,,147,20100708,,Private,,C,In Service,,Wet Detention Pond,
498,Hazelmere GC,,,20100708,1001166789,Final AB,,,147,20100708,,Private,,B,In Service,,Wet Detention Pond,
499,,,,20101130,1001183404,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
500,,,,20101130,1001183390,Final AB,,Northview GC,065,20101130,,Private,,A,In Service,,Lake,
501,,,,20101130,1001183396,Final AB,,Northview GC,065,20101130,,Private,,C,In Service,,Wet Detention Pond,
502,,,,20111115,1001220561,Final AB,,Golden Ears & 96 Ave,027,20111128,Above Ground Private,Translink,1R03,C,In Service,,Wet Detention Pond,2009
503,,,,20111110,1001219601,,,Elgin Heritage Park,102,20140502,Elgin Heritage Park Forebay,Surrey,,B,In Service,,Wetlands,2011
504,,,,20111116,1001220832,Final AB,,Barry Mathers Park,033,20140502,Detention Pond,Surrey,9004,C,In Service,,Dry Detention Pond,1978
